season,season_label,team,player,age_ref
2425,2024/2025,Bayer Leverkusen,Mario Hermoso,30.034223134839152
2425,2024/2025,Bayer Leverkusen,Martin Terrier,28.240930869267626
2425,2024/2025,Bayer Leverkusen,Matej Kovar,25.11978097193703
2425,2024/2025,Bayer Leverkusen,Nathan Tella,26.1492128678987
2425,2024/2025,Bayer Leverkusen,Niklas Lomb,31.923340177960302
2425,2024/2025,Bayer Leverkusen,Nordi Mukiele,28.465434633812457
2425,2024/2025,Bayer Leverkusen,Odilon Kossounou,24.246406570841888
2425,2024/2025,Bayer Leverkusen,Patrik Schick,29.43189596167009
2425,2024/2025,Bayer Leverkusen,Piero Hincapié,22.82819986310746
2425,2024/2025,Bayer Leverkusen,Robert Andrich,30.770704996577688
2425,2024/2025,Bayer Leverkusen,Simeon Rapsch,16.824093086926762
2425,2024/2025,Bayer Leverkusen,Victor Boniface,24.517453798767967
2425,2024/2025,Bayern Munich,Adam Aznou,19.394934976043807
2425,2024/2025,Bayern Munich,Aleksandar Pavlovic,21.319644079397673
2425,2024/2025,Bayern Munich,Alphonso Davies,25.38261464750171
2425,2024/2025,Bayern Munich,Anthony Pavlesic,19.411362080766597
2425,2024/2025,Bayern Munich,Arijon Ibrahimovic,19.630390143737166
2425,2024/2025,Bayern Munich,Daniel Peretz,24.72826830937714
2425,2024/2025,Bayern Munich,Dayot Upamecano,26.67488021902806
2425,2024/2025,Bayern Munich,Eric Dier,31.45516769336071
2425,2024/2025,Bayern Munich,Gabriel Vidovic,22.46406570841889
2425,2024/2025,Bayern Munich,Harry Kane,31.923340177960302
2425,2024/2025,Bayern Munich,Hiroki Ito,25.568788501026695
2425,2024/2025,Bayern Munich,Jamal Musiala,22.340862422997947
2425,2024/2025,Bayern Munich,Jonah Kusi-Asare,18.23134839151266
2425,2024/2025,Bayern Munich,Jonas Urbig,21.894592744695416
2425,2024/2025,Bayern Munich,Joshua Kimmich,29.911019849418206
2425,2024/2025,Bayern Munich,Josip Stanisic,25.401779603011637
2425,2024/2025,Bayern Munich,João Palhinha,29.812457221081452
2425,2024/2025,Bayern Munich,Kim Min-Jae,28.621492128678987
2425,2024/2025,Bayern Munich,Kingsley Coman,29.045859000684462
2425,2024/2025,Bayern Munich,Konrad Laimer,28.093086926762492
2425,2024/2025,Bayern Munich,Lennart Karl,17.352498288843258
2425,2024/2025,Bayern Munich,Leon Goretzka,30.078028747433265
2425,2024/2025,Bayern Munich,Leroy Sané,28.659822039698838
2425,2024/2025,Bayern Munich,Manuel Neuer,39.26078028747433
2425,2024/2025,Bayern Munich,Mathys Tel,20.175222450376456
2425,2024/2025,Bayern Munich,Max Schmitt,19.446954140999317
2425,2024/2025,Bayern Munich,Michael Olise,23.548254620123203
2425,2024/2025,Bayern Munich,Noël Aséko,19.603011635865844
2425,2024/2025,Bayern Munich,Raphaël Guerreiro,31.520876112251884
2425,2024/2025,Bayern Munich,Sacha Boey,24.79397672826831
2425,2024/2025,Bayern Munich,Serge Gnabry,29.963039014373717
2425,2024/2025,Bayern Munich,Sven Ulreich,37.31143052703628
2425,2024/2025,Bayern Munich,Thomas Müller,35.794661190965094
2425,2024/2025,Bayern Munich,Wisdom Mike,16.763860369609855
2425,2024/2025,Borussia Dortmund,Alexander Meyer,34.21492128678987
2425,2024/2025,Borussia Dortmund,Almugera Kabar,19.066392881587955
2425,2024/2025,Borussia Dortmund,Ayman Azhil,23.737166324435318
2425,2024/2025,Borussia Dortmund,Carney Chukwuemeka,21.694729637234772
2425,2024/2025,Borussia Dortmund,Cole Campbell,19.356605065023956
2425,2024/2025,Borussia Dortmund,Daniel Svensson,22.576317590691307
2425,2024/2025,Borussia Dortmund,David Lelle,21.82340862422998
2425,2024/2025,Borussia Dortmund,Donyell Malen,26.444900752908968
2425,2024/2025,Borussia Dortmund,Emre Can,30.579055441478438
2425,2024/2025,Borussia Dortmund,Felix Nmecha,24.720054757015742
2425,2024/2025,Borussia Dortmund,Filippo Mané,19.906913073237508
2425,2024/2025,Borussia Dortmund,Giovanni Reyna,22.628336755646817
2425,2024/2025,Borussia Dortmund,Gregor Kobel,28.04928131416838
2425,2024/2025,Borussia Dortmund,Jamie Gittens,20.892539356605067
2425,2024/2025,Borussia Dortmund,Jordi Paulina,20.76659822039699
2425,2024/2025,Borussia Dortmund,Julian Brandt,29.399041752224505
2425,2024/2025,Borussia Dortmund,Julian Ryerson,27.616700889801507
2425,2024/2025,Borussia Dortmund,Julien Duranville,19.15400410677618
2425,2024/2025,Borussia Dortmund,Karim Adeyemi,23.446954140999317
2425,2024/2025,Borussia Dortmund,Kjell-Arik Wätjen,19.367556468172484
2425,2024/2025,Borussia Dortmund,Marcel Lotka,24.098562628336754
2425,2024/2025,Borussia Dortmund,Marcel Sabitzer,31.288158795345655
2425,2024/2025,Borussia Dortmund,Maximilian Beier,22.702258726899384
2425,2024/2025,Borussia Dortmund,Nico Schlotterbeck,26.46406570841889
2425,2024/2025,Borussia Dortmund,Niklas Jessen,22.2258726899384
2425,2024/2025,Borussia Dortmund,Niklas Süle,30.310746064339494
2425,2024/2025,Borussia Dortmund,Pascal Groß,34.04243668720055
2425,2024/2025,Borussia Dortmund,Ramy Bensebaini,30.206707734428473
2425,2024/2025,Borussia Dortmund,Rodney Elongo-Yombo,23.926078028747433
2425,2024/2025,Borussia Dortmund,Salih Özcan,26.661190965092402
2425,2024/2025,Borussia Dortmund,Serhou Guirassy,28.57221081451061
2425,2024/2025,Borussia Dortmund,Sébastien Haller,31.02258726899384
2425,2024/2025,Borussia Dortmund,Waldemar Anton,28.944558521560573
2425,2024/2025,Borussia Dortmund,Yan Couto,23.318275154004105
2425,2024/2025,Borussia Dortmund,Yannik Lührs,21.806981519507186
2425,2024/2025,Borussia Mönchengladbach,Alassane Pléa,31.73990417522245
2425,2024/2025,Borussia Mönchengladbach,Charles Herrmann,19.43874058863792
2425,2024/2025,Borussia Mönchengladbach,Fabio Chiarodia,20.150581793292265
2425,2024/2025,Borussia Mönchengladbach,Florian Neuhaus,28.290212183436
2425,2024/2025,Borussia Mönchengladbach,Franck Honorat,28.640657084188913
2425,2024/2025,Borussia Mönchengladbach,Grant-Leon Ranos,21.946611909650922
2425,2024/2025,Borussia Mönchengladbach,Joe Scally,22.496919917864478
2425,2024/2025,Borussia Mönchengladbach,Jonas Omlin,30.746064339493497
2425,2024/2025,Borussia Mönchengladbach,Julian Weigl,29.89185489390828
2425,2024/2025,Borussia Mönchengladbach,Kevin Stöger,31.84120465434634
2425,2024/2025,Borussia Mönchengladbach,Kou Itakura,28.421629021218344
2425,2024/2025,Borussia Mönchengladbach,Luca Netz,22.127310061601644
2425,2024/2025,Borussia Mönchengladbach,Lukas Ullrich,21.28952772073922
2425,2024/2025,Borussia Mönchengladbach,Marvin Friedrich,29.54688569472964
2425,2024/2025,Borussia Mönchengladbach,Moritz Nicolas,27.690622861054074
2425,2024/2025,Borussia Mönchengladbach,Nathan N'Goumou,25.295003422313485
2425,2024/2025,Borussia Mönchengladbach,Nico Elvedi,28.747433264887064
2425,2024/2025,Borussia Mönchengladbach,Niklas Swider,18.16563997262149
2425,2024/2025,Borussia Mönchengladbach,Noah Pesch,20.11772758384668
2425,2024/2025,Borussia Mönchengladbach,Philipp Sander,27.353867214236825
2425,2024/2025,Borussia Mönchengladbach,Robin Hack,26.84188911704312
2425,2024/2025,Borussia Mönchengladbach,Rocco Reitz,23.08829568788501
2425,2024/2025,Borussia Mönchengladbach,Shio Fukuda,20.903490759753595
2425,2024/2025,Borussia Mönchengladbach,Stefan Lainer,32.84052019164955
2425,2024/2025,Borussia Mönchengladbach,Tiago Pereira,18.989733059548254
2425,2024/2025,Borussia Mönchengladbach,Tim Kleindienst,29.831622176591377
2425,2024/2025,Borussia Mönchengladbach,Tobias Sippel,37.27310061601643
2425,2024/2025,Borussia Mönchengladbach,Tomas Cvancara,24.878850102669404
2425,2024/2025,Borussia Mönchengladbach,Veit Stange,20.908966461327857
2425,2024/2025,Eintracht Frankfurt,Amil Siljevic,18.444900752908968
2425,2024/2025,Eintracht Frankfurt,Ansgar Knauff,22.746064339493497
2425,2024/2025,Eintracht Frankfurt,Arthur Theate,25.097878165639973
2425,2024/2025,Eintracht Frankfurt,Aurèle Amenda,21.916495550992472
2425,2024/2025,Eintracht Frankfurt,Can Uzun,19.633127994524298
2425,2024/2025,Eintracht Frankfurt,Eba Is,17.470225872689937
2425,2024/2025,Eintracht Frankfurt,Ellyes Skhiri,29.73579739904175
2425,2024/2025,Eintracht Frankfurt,Elye Wahi,22.409308692676248
2425,2024/2025,Eintracht Frankfurt,Farès Chaïbi,22.587268993839835
2425,2024/2025,Eintracht Frankfurt,Hugo Ekitike,23.028062970568104
2425,2024/2025,Eintracht Frankfurt,Hugo Larsson,21.00752908966461
2425,2024/2025,Eintracht Frankfurt,Igor Matanovic,22.250513347022586
2425,2024/2025,Eintracht Frankfurt,Jean-Mattéo Bahoya,19.98631074606434
2425,2024/2025,Eintracht Frankfurt,Jens Grahl,36.76933607118412
2425,2024/2025,Eintracht Frankfurt,Junior Dina Ebimbe,24.605065023956193
2425,2024/2025,Eintracht Frankfurt,Kauã Santos,21.65366187542779
2425,2024/2025,Eintracht Frankfurt,Kevin Trapp,34.89664613278576
2425,2024/2025,Eintracht Frankfurt,Mahmoud Dahoud,29.49486652977413
2425,2024/2025,Eintracht Frankfurt,Mario Götze,33.31690622861054
2425,2024/2025,Eintracht Frankfurt,Michy Batshuayi,32.38329911019849
2425,2024/2025,Eintracht Frankfurt,Nathaniel Brown,22.039698836413415
2425,2024/2025,Eintracht Frankfurt,Niels Nkounkou,25.467488021902806
2425,2024/2025,Eintracht Frankfurt,Nnamdi Collins,20.744695414099933
2425,2024/2025,Eintracht Frankfurt,Noah Fenyö,19.41409993155373
2425,2024/2025,Eintracht Frankfurt,Omar Marmoush,25.9958932238193
2425,2024/2025,Eintracht Frankfurt,Oscar Højlund,20.246406570841888
2425,2024/2025,Eintracht Frankfurt,Rasmus Kristensen,27.644079397672826
2425,2024/2025,Eintracht Frankfurt,Robin Koch,28.95277207392197
2425,2024/2025,Eintracht Frankfurt,Timothy Chandler,35.25530458590007
2425,2024/2025,Eintracht Frankfurt,Tuta,26.23134839151266
2425,2024/2025,FC Augsburg,Alexis Claude-Maurice,27.066392881587955
2425,2024/2025,FC Augsburg,Arne Engels,21.89185489390828
2425,2024/2025,FC Augsburg,Arne Maier,25.913757700205338
2425,2024/2025,FC Augsburg,Chrislain Matsima,23.12662559890486
2425,2024/2025,FC Augsburg,Cédric Zesiger,27.017111567419576
2425,2024/2025,FC Augsburg,Daniel Klein,24.298425735797398
2425,2024/2025,FC Augsburg,David Deger,25.377138945927445
2425,2024/2025,FC Augsburg,Dimitris Giannoulis,29.702943189596166
2425,2024/2025,FC Augsburg,Elvis Rexhbecaj,28.465434633812457
2425,2024/2025,FC Augsburg,Felix Meiser,18.45311430527036
2425,2024/2025,FC Augsburg,Finn Dahmen,27.260780287474333
2425,2024/2025,FC Augsburg,Frank Onyeka,27.49349760438056
2425,2024/2025,FC Augsburg,Fredrik Oldrup Jensen,32.11772758384668
2425,2024/2025,FC Augsburg,Henri Koudossou,26.310746064339494
2425,2024/2025,FC Augsburg,Jeffrey Gouweleeuw,33.73032169746749
2425,2024/2025,FC Augsburg,Juan Cabrera,22.338124572210816
2425,2024/2025,FC Augsburg,Keven Schlotterbeck,28.17248459958932
2425,2024/2025,FC Augsburg,Kristijan Jakic,28.128678986995208
2425,2024/2025,FC Augsburg,Mads Pedersen,29.472963723477072
2425,2024/2025,FC Augsburg,Mahmut Kücüksahin,20.98836413415469
2425,2024/2025,FC Augsburg,Marius Wolf,30.094455852156056
2425,2024/2025,FC Augsburg,Maximilian Bauer,24.824093086926762
2425,2024/2025,FC Augsburg,Mergim Berisha,26.650239561943874
2425,2024/2025,FC Augsburg,Mert Kömür,19.953456536618756
2425,2024/2025,FC Augsburg,Nediljko Labrovic,25.72210814510609
2425,2024/2025,FC Augsburg,Niklas Dorsch,27.45516769336071
2425,2024/2025,FC Augsburg,Noahkai Banks,19.463381245722108
2425,2024/2025,FC Augsburg,Phillip Tietz,27.811088295687885
2425,2024/2025,FC Augsburg,Robert Gumny,27.23340177960301
2425,2024/2025,FC Augsburg,Rubén Vargas,27.145790554414784
2425,2024/2025,FC Augsburg,Samuel Essende,27.433264887063654
2425,2024/2025,FC Augsburg,Steve Mounié,30.751540041067763
2425,2024/2025,FC Augsburg,Tim Breithaupt,22.99520876112252
2425,2024/2025,FC Augsburg,Yusuf Kabadayi,21.4072553045859
2425,2024/2025,Holstein Kiel,Alexander Bernhardsson,26.8911704312115
2425,2024/2025,Holstein Kiel,Andu Kelati,22.88021902806297
2425,2024/2025,Holstein Kiel,Armin Gigovic,23.071868583162217
2425,2024/2025,Holstein Kiel,Benedikt Pichler,27.94524298425736
2425,2024/2025,Holstein Kiel,Carl Johansson,31.104722792607802
2425,2024/2025,Holstein Kiel,David Zec,25.163586584531142
2425,2024/2025,Holstein Kiel,Dominik Javorcek,23.381245722108144
2425,2024/2025,Holstein Kiel,Finn Porath,28.347707049965777
2425,2024/2025,Holstein Kiel,Ivan Nekic,24.514715947980836
2425,2024/2025,Holstein Kiel,Jann-Fiete Arp,25.078713210130047
2425,2024/2025,Holstein Kiel,John Tolkin,22.915811088295687
2425,2024/2025,Holstein Kiel,Lasse Rosenboom,23.444216290212182
2425,2024/2025,Holstein Kiel,Lewis Holtby,34.78165639972622
2425,2024/2025,Holstein Kiel,Magnus Knudsen,24.041067761806982
2425,2024/2025,Holstein Kiel,Marcel Engelhardt,32.15605749486653
2425,2024/2025,Holstein Kiel,Marco Komenda,28.591375770020534
2425,2024/2025,Holstein Kiel,Marko Ivezic,24.37782340862423
2425,2024/2025,Holstein Kiel,Marvin Schulz,20.65160848733744
2425,2024/2025,Holstein Kiel,Max Geschwill,23.980835044490075
2425,2024/2025,Holstein Kiel,Nicolai Remberg,25.02943189596167
2425,2024/2025,Holstein Kiel,Patrick Erras,30.439425051334702
2425,2024/2025,Holstein Kiel,Phil Harres,23.266255989048595
2425,2024/2025,Holstein Kiel,Shuto Machino,25.749486652977414
2425,2024/2025,Holstein Kiel,Steven Skrzybski,32.61327857631759
2425,2024/2025,Holstein Kiel,Thomas Dähne,31.247091033538673
2425,2024/2025,Holstein Kiel,Timo Becker,28.265571526351813
2425,2024/2025,Holstein Kiel,Timon Weiner,26.4476386036961
2425,2024/2025,Holstein Kiel,Tymoteusz Puchacz,26.43394934976044
2425,2024/2025,Mainz,Andreas Hanche-Olsen,28.449007529089666
2425,2024/2025,Mainz,Anthony Caci,28.476386036960985
2425,2024/2025,Mainz,Armindo Sieb,22.365503080082135
2425,2024/2025,Mainz,Arnaud Nordin,27.0362765229295
2425,2024/2025,Mainz,Aymen Barkok,27.110198494182068
2425,2024/2025,Mainz,Daniel Batz,33.57973990417522
2425,2024/2025,Mainz,Daniel Gleiber,20.490075290896645
2425,2024/2025,Mainz,Danny da Costa,31.964407939767284
2425,2024/2025,Mainz,Dominik Kohr,31.411362080766597
2425,2024/2025,Mainz,Gabriel Vidovic,22.46406570841889
2425,2024/2025,Mainz,Hong Hyun-Seok,26.039698836413415
2425,2024/2025,Mainz,Jonathan Burkardt,24.643394934976044
2425,2024/2025,Mainz,Kaishu Sano,24.49828884325804
2425,2024/2025,Mainz,Karim Onisiwo,33.28678986995209
2425,2024/2025,Mainz,Lasse Rieß,23.926078028747433
2425,2024/2025,Mainz,Lee Jae-Sung,32.72553045859001
2425,2024/2025,Mainz,Lennard Maloney,25.88911704312115
2425,2024/2025,Mainz,Marco Richter,27.59753593429158
2425,2024/2025,Mainz,Maxim Leitsch,27.11841204654346
2425,2024/2025,Mainz,Moritz Jenz,26.168377823408623
2425,2024/2025,Mainz,Nadiem Amiri,28.673511293634498
2425,2024/2025,Mainz,Nelson Weiper,20.28747433264887
2425,2024/2025,Mainz,Nikolas Veratschnig,22.431211498973305
2425,2024/2025,Mainz,Paul Nebel,22.72142368240931
2425,2024/2025,Mainz,Phillipp Mwene,31.416837782340863
2425,2024/2025,Mainz,Robin Zentner,30.67214236824093
2425,2024/2025,Mainz,Silvan Widmer,32.158795345653665
2425,2024/2025,Mainz,Stefan Bell,33.8507871321013
2425,2024/2025,RB Leipzig,Amadou Haidara,27.411362080766597
2425,2024/2025,RB Leipzig,André Silva,30.053388090349078
2425,2024/2025,RB Leipzig,Antonio Nusa,20.202600958247775
2425,2024/2025,RB Leipzig,Arthur Vermeeren,19.994524298425734
2425,2024/2025,RB Leipzig,Assan Ouédraogo,18.817248459958932
2425,2024/2025,RB Leipzig,Benjamin Henrichs,28.347707049965777
2425,2024/2025,RB Leipzig,Benjamin Sesko,22.083504449007528
2425,2024/2025,RB Leipzig,Castello Lukeba,22.535249828884325
2425,2024/2025,RB Leipzig,Christoph Baumgartner,26.47501711156742
2425,2024/2025,RB Leipzig,David Raum,27.189596167008897
2425,2024/2025,RB Leipzig,El Chadaille Bitshiabu,20.123203285420946
2425,2024/2025,RB Leipzig,Eljif Elmas,25.765913757700204
2425,2024/2025,RB Leipzig,Faik Sakar,17.45927446954141
2425,2024/2025,RB Leipzig,Jonathan Norbye,18.26420260095825
2425,2024/2025,RB Leipzig,Kevin Kampl,34.80355920602327
2425,2024/2025,RB Leipzig,Kosta Nedeljkovic,19.537303216974674
2425,2024/2025,RB Leipzig,Leopold Zingerle,30.7378507871321
2425,2024/2025,RB Leipzig,Lionel Voufack,17.973990417522245
2425,2024/2025,RB Leipzig,Loïs Openda,25.36892539356605
2425,2024/2025,RB Leipzig,Lukas Klostermann,29.31690622861054
2425,2024/2025,RB Leipzig,Lutsharel Geertruida,24.95003422313484
2425,2024/2025,RB Leipzig,Maarten Vandevoordt,23.340177960301162
2425,2024/2025,RB Leipzig,Mika Walther,17.760438056125942
2425,2024/2025,RB Leipzig,Mohamed Simakan,25.319644079397673
2425,2024/2025,RB Leipzig,Nicolas Seiwald,24.23545516769336
2425,2024/2025,RB Leipzig,Nuha Jatta,19.293634496919918
2425,2024/2025,RB Leipzig,Péter Gulácsi,35.069130732375086
2425,2024/2025,RB Leipzig,Ridle Baku,26.90485968514716
2425,2024/2025,RB Leipzig,Robert Ramsak,18.67214236824093
2425,2024/2025,RB Leipzig,Tidiam Gomis,18.89390828199863
2425,2024/2025,RB Leipzig,Viggo Gebel,17.60438056125941
2425,2024/2025,RB Leipzig,Willi Orbán,33.30321697467488
2425,2024/2025,RB Leipzig,Xaver Schlager,27.753593429158112
2425,2024/2025,RB Leipzig,Xavi Simons,22.193018480492814
2425,2024/2025,RB Leipzig,Yussuf Poulsen,31.041752224503764
2425,2024/2025,SC Freiburg,Christian Günter,32.33401779603012
2425,2024/2025,SC Freiburg,Eren Dinkci,23.54551676933607
2425,2024/2025,SC Freiburg,Florent Muslija,27.06365503080082
2425,2024/2025,SC Freiburg,Florian Müller,27.627652292950035
2425,2024/2025,SC Freiburg,Ifechukwu Ogbus,19.534565366187543
2425,2024/2025,SC Freiburg,Jannik Huth,31.208761122518823
2425,2024/2025,SC Freiburg,Johan Manzambi,19.709787816564
2425,2024/2025,SC Freiburg,Jordy Makengo,24.31211498973306
2425,2024/2025,SC Freiburg,Junior Adamu,24.06570841889117
2425,2024/2025,SC Freiburg,Kenneth Schmidt,23.318275154004105
2425,2024/2025,SC Freiburg,Kiliann Sildillia,23.123887748117728
2425,2024/2025,SC Freiburg,Lucas Höler,30.729637234770706
2425,2024/2025,SC Freiburg,Lukas Kübler,32.832306639288156
2425,2024/2025,SC Freiburg,Matthias Ginter,31.444216290212182
2425,2024/2025,SC Freiburg,Max Rosenfelder,21.744010951403148
2425,2024/2025,SC Freiburg,Maximilian Eggestein,28.88158795345654
2425,2024/2025,SC Freiburg,Maximilian Philipp,31.488021902806295
2425,2024/2025,SC Freiburg,Merlin Röhl,23.148528405201915
2425,2024/2025,SC Freiburg,Michael Gregoritsch,31.200547570157426
2425,2024/2025,SC Freiburg,Nicolas Höfler,34.822724161533195
2425,2024/2025,SC Freiburg,Niklas Beste,26.247775496235455
2425,2024/2025,SC Freiburg,Noah Atubolu,23.09924709103354
2425,2024/2025,SC Freiburg,Noah Weißhaupt,23.77549623545517
2425,2024/2025,SC Freiburg,Patrick Osterhage,25.492128678986994
2425,2024/2025,SC Freiburg,Philipp Lienhart,28.643394934976044
2425,2024/2025,SC Freiburg,Ritsu Doan,27.039014373716633
2425,2024/2025,SC Freiburg,Roland Sallai,28.10677618069815
2425,2024/2025,SC Freiburg,Vincenzo Grifo,31.98904859685147
2425,2024/2025,SC Freiburg,Yann Sturm,20.27652292950034
2425,2024/2025,St. Pauli,Abdoulie Ceesay,21.163586584531142
2425,2024/2025,St. Pauli,Adam Dzwigala,29.763175906913073
2425,2024/2025,St. Pauli,Andreas Albers,35.27173169062286
2425,2024/2025,St. Pauli,Ben Voll,24.79671457905544
2425,2024/2025,St. Pauli,Carlo Boukhalfa,26.321697467488022
2425,2024/2025,St. Pauli,Connor Metcalfe,26.138261464750173
2425,2024/2025,St. Pauli,Danel Sinani,28.15605749486653
2425,2024/2025,St. Pauli,David Nemeth,24.28473648186174
2425,2024/2025,St. Pauli,Elias Saad,25.508555783709788
2425,2024/2025,St. Pauli,Emil Staugaard,23.77549623545517
2425,2024/2025,St. Pauli,Eric Anders Smith,27.912388774811774
2425,2024/2025,St. Pauli,Eric Oelschlägel,29.776865160848732
2425,2024/2025,St. Pauli,Erik Ahlstrand,23.709787816564
2425,2024/2025,St. Pauli,Fin Stevens,21.738535249828885
2425,2024/2025,St. Pauli,Hauke Wahl,31.208761122518823
